EventsPK	IncidentID	Event_Year	Event_Month	Event_Day	Event_Hour	Event_Minute	EventBegin_Year	EventBegin_Month	EventBegin_Day	EventBegin_Hour	EventBegin_Minute	EventEnd_Year	EventEnd_Month	EventEnd_Day	EventEnd_Hour	EventEnd_Minute	IncidentDescription	IncidentDescriptionTracking	Location_Country	Location_Province	Location_City	Leftist_Organization	Rightist_Organization	Religious_Organization	Ethnic_Organization	Separatist_Organization	Environmentalist_Organization	Supremacist_Organization	Anarchist_Organization	Antiglobalization_Organization	Vigilante_Organization	Criminal_Organization	NoPerpetrators	Emigre	Perpetrators_Primary	Perpetrators_Secondary	EventTypeID	WeaponTypeID1	WeaponTypeID2	WeaponSubTypeID1	WeaponSubTypeID2	TargetID1	TargetID2	TargetID3	TargetSubTypeID1	TargetSubTypeID2	TargetSubTypeID3	CanadianTarget	SuicideAttack	Fatalities	Injuries	PerpetratorFatalities	PerpetratorInjuries	IncidentSuccessful	Hoax	CanadianVictim	CanadianPerpetrator	ViolentExtremism	DoubtTerror	Alternative	Latitude	Longitude	OriginalSource	Reference1	Reference2	Reference3	Reference4	Reference5	Reference6	Reference7
14655	20060810990301001	2006	8	10													"08/10/2006: Eight British Muslims were arrested in a terrorist plot to use liquid explosives to destroy ten commercial trans-Atlantic jetliners flying to the United States, two weeks before the plot was planned to be launched. Most of them were in their 20s and of Pakistani extraction. The group planned to down flights, including Air Canada flight 849 to Toronto and Air Canada flight 865 to Montreal. One of the plotters planned attacks on nuclear power plants, gas pipelines, oil refineries, tunnels, electric grids, Internet service providers, the London financial district, and Heathrow Airport's control tower. The trio pleaded guilty on 07/14/2008."	0	United Kingdom		London	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	8	0			Bombing/Explosion	Explosives/Bombs/Dynamite		Unknown Explosive Type		Airports & Aircraft			Aircraft (not at an airport)			Yes	No	0	0	0	0	No	No	No	No		No				INCONSISTENCY: ITAC stated the event occurred on 9 Aug 2006	"Mickolus, Edward F. (2013). Terrorism, 2008-2012: A Worldwide Chronology. North Carolina: McFarland & Company Inc., Publishers. p. 305"	ITAC						
14656	20060816990210001	2006	8	16													"08/16/2006: A mortar attack occurred in Kandahar province, the BBC reported. Six Canadian soldiers were wounded in the attack. None of the injuries are life-threatening."	0	Afghanistan		Unknown	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	0			Armed Assault	Explosives/Bombs/Dynamite		Projectile (rockets, mortars, RPGs)		Military			Soldiers/Troops/Officers/Forces	North Atlantic Treaty Organization (NATO) Related		Yes	No	0	6	0	0	Yes	No	Yes	-88		Yes	Insurgency/Guerilla Action			Afghan mortar attack injures six Canadian soldiers	Janes DB							
14657	20060818020303001	2006	8	18													08/18/2006: Shirwa Osman Malcolm Shirwa was charged with making a bomb threat to the British Consulate in Vancouver.	0	Canada	British Columbia	Vancouver	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	1	-88			Bombing/Explosion	Explosives/Bombs/Dynamite		Unknown Explosive Type		Diplomatic			Embassies/Consulates			No	No	0	0	0	0	No	Yes	-99	-99		Yes	Lack of Intentionality			http://www.bctalk.com/forum2013/archive/index.php?t-4557.html								
14674	20060900010214001	2006	9	0													"09/00/2006: Kyle McKee and Dallas Price of the Aryan Guard were charged with assault with a weapon and possession of a weapon or imitation for a dangerous purpose.  The charges were in connection with a physical altercation, whereby one victim was stabbed and another was hit with a wooden club "	0	Canada	Alberta	Calgary	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	2	0	Aryan Guard		Armed Assault	Primitive/Melee		Knife or Other Sharp Object		Private Citizens & Property			Unnamed Civilians/Unspecified			Yes	No	0	2	0	0	Yes	No	-99	-99	1	-88				Anti-racist Canada. 2014. A history of violence: 1970-2014. Retrieved from http://anti-racistcanada.blogspot.ca/2011/10/history-of-violence-1989-2011.html	"Perry, B., & Scrivens, R. (2014). Right wing extremism in Canada: An environmental scan."							
14658	20060902110704001	2006	9	2													09/02/2006: A firebomb was hurled at the front door of an Orthodox Jewish school.	0	Canada	Quebec	Montreal	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	0			Facility/Infrastructure Attack	Incendiary		Arson/Fire		Educational Institution			Schools/Universities/Educational Buildings			Yes	No	0	0	0	0	Yes	No	-99	-99		No				0	Ellis DB							
14659	20060908990302001	2006	9	8													"09/08/2006: Assailants detonated an explosive device in a Scotiabank branch in Nunoa, Region Metropolitana, Chile. The attack caused minor damage; however there were no injuries. No group claimed responsibility."	0	Chile		Nunoa	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	0			Bombing/Explosion	Explosives/Bombs/Dynamite		Unknown Explosive Type		Business			Bank/Commerce			Yes	No	0	0	0	0	Yes	No	No	-88		No				0	WITS							
14660	20060915990721001	2006	9	15													"09/15/2006: Al Qaida in Yemen mounted several assaults on oil facilities, one of which was the terminal in Ash Shihr, operated by Canada's Nexen petroleum corporation at the time. The Qaida al-Jihad Organization in Yemen released a written statement claiming responsibility for the attacks on the oil facilities. Although no significant damage was done, the group referred specifically to Nexen and promised harsher attacks."	0	Yemen		Ash Shihr	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	-88	0	Al Qaida		Facility/Infrastructure Attack	Explosives/Bombs/Dynamite		Vehicle		Utilities			Oil derricks (land or sea)			Yes	No	0	0	0	0	Yes	No	No	No		No				0	ITAC	Terrorism Analysts: http://www.terrorismanalysts.com/pt/index.php/pot/article/view/103/html						
14623	20060916990302001	2006	9	16	21	0				21	0						"09/16/2006: At about 9:00 p.m., six improvised explosive devices (IED) exploded at roughly five-minute intervals at a pub, near a shopping mall, in front of a hotel, at a movie theater, and at a superstore, in Hat Yai, Songkhla, Thailand. The blasts killed five civilians (three Thais; one Chinese; one Canadian), wounded about 60 others, and damaged the facilities. No group claimed responsibility."	0	Thailand		Hat Yai	-88	-88	-88	-88	Does adhere to the ideology	-88	-88	-88	-88	-88	-88	-88	0	Southern Thai Separatist Groups		Bombing/Explosion	Explosives/Bombs/Dynamite		Unknown Explosive Type		Business	Private Citizens & Property		Restaurant/Bar/Café	Marketplace/Plaza/Square (where many people gather/crowd)	Hotel/Resort	No	No	5	60	0	0	Yes	No	Yes	-88		No				0	JANES DB							
14663	20060918990310001	2006	9	18	9	0				9	0						"09/18/2006: A suicide bomber detonated a vehicle-borne improvised explosive device in a crowd of school children, as members of the International Security Assistance Force were handing out school supplies in Zheray, Kandahar, Afghanistan. The explosion killed four Canadian soldiers and wounded ten others and 24 Afghan children. The Taliban claimed responsibility. "	0	Afghanistan		Zheray	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	1	0	Taliban		Bombing/Explosion	Explosives/Bombs/Dynamite		Vehicle		Military	Private Citizens & Property		Soldiers/Troops/Officers/Forces	Students	North Atlantic Treaty Organization (NATO) Related	Yes	Yes	4	34	1	0	Yes	No	Yes	No		No				Suicide attack kills Canadian soldiers	Janes DB							
14668	20060927990310001	2006	9	27													"09/27/2006: A suicide bomber detonated a vehicle-borne improvised explosive device as a Canadian military convoy passed in Kandahar, Kandahar, Afghanistan. The attack wounded one civilian standing nearby and caused no injuries to soldiers or damage to the convoy. No group claimed responsibility, although it was widely believed the Taliban was responsible."	0	Afghanistan		Kandahar	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	1	0	Taliban		Bombing/Explosion	Explosives/Bombs/Dynamite		Vehicle		Military	Private Citizens & Property		Military Units/Patrols/Convoys	Unnamed Civilians/Unspecified	North Atlantic Treaty Organization (NATO) Related	Yes	Yes	0	1	1	0	Yes	No	No	-88		Yes	Insurgency/Guerilla Action			0	WITS							
14664	20060929990310001	2006	9	29													"09/29/2006: An improvised explosive device or a landmine killed a North Atlantic Treaty Organization (NATO) soldier during a patrol in the southern province of Kandahar, Afghanistan. Afghanistan's NATO-led force did not disclose the soldier's nationality; however, the Canadian Broadcasting Company (CBC) subsequently reported that the soldier was a Canadian private. "	0	Afghanistan		Unknown	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	0			Bombing/Explosion	Explosives/Bombs/Dynamite		Unknown Explosive Type		Military			Military Units/Patrols/Convoys	North Atlantic Treaty Organization (NATO) Related		Yes	No	1	0	0	0	Yes	No	Yes	-88		Yes	Lack of Intentionality			Bomb kills NATO soldier in Afghanistan	Janes DB							
14666	20061003990310001	2006	10	3													"10/03/2006: A suicide bomber drove his motorcycle vehicle-borne improvised explosive device into a North Atlantic Treaty Organization (NATO) Canadian convoy and detonated it outside the Rural Development Directorate in Kandahar, Afghanistan. The attack wounded three government employees and one child and caused unspecified damage to the NATO vehicle and to the building. The Taliban claimed responsibility."	0	Afghanistan		Unknown	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	1	0	Taliban		Bombing/Explosion	Explosives/Bombs/Dynamite		Vehicle		Military	Government		Military Units/Patrols/Convoys	Government employees (excluding police/military)		Yes	Yes	0	4	1	0	Yes	No	No	No		Yes	Insurgency/Guerilla Action			0	WITS							
14665	20061003990210001	2006	10	3													"10/03/2006: According to a Canadian military spokesmen, suspected Taliban fighters ambushed Canadian soldiers, as they were clearing explosives as part of a road building operation, in an area of Panjwai district, Kandahar province, Afghanistan. The attack killed two Canadian soldiers and wounded five other soldiers. The Taliban fighters attacked with mortars, rocket-propelled grenades and small arms fire."	0	Afghanistan		Unknown	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	-88	0	Taliban		Armed Assault	Explosives/Bombs/Dynamite	Firearms	Projectile (rockets, mortars, RPGs)	Unknown Gun Type	Military			Soldiers/Troops/Officers/Forces	North Atlantic Treaty Organization (NATO) Related		Yes	No	2	5	0	0	Yes	No	Yes	-88		Yes	Insurgency/Guerilla Action			Canadian soldiers killed in Afghan ambush	Janes DB							
14667	20061017120906001	2006	10	17													"10/17/2006: White powder leaked out of a mail package on the second floor of a Canada Post building in Regina, Canada. The Regina fire department, police, Emergency Medical Services, and a hazardous materials (HazMat) unit responded."	0	Canada	Saskatchewan	Regina	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	0			Threat	Biological				Government			Government Buildings/Facilities			Yes	No	0	0	0	0	No	Yes	-99	-99		Yes	Other Crime Type			"Pamela Cowan, ""Powder in the Mail, an Illegal Drug"", Leader-Post, 19 Oct 2006; Karen Brownlee, ""Powder at the Post Office"", Leader-Post, 18 Oct 2006. "	Monterey WMD Terrorism Database							
14634	20061106990302001	2006	11	6													"11/06/2006: Assailants detonated improvised explosive devices simultaneously at a Canadian-owned Scotia bank branch, the seat of Mexico's highest electoral court, and the headquarters of the Institutional Revolutionary Party (PRI) in Mexico City in Mexico City. The attack caused unspecified damage. Authorities defused other devices found at a coffee shop near the PRI headquarters and another Scotia bank branch. A coalition of five leftist guerrilla groups calling themselves Revolutionary Coordination claimed responsibility; however, the head of Mexico's Deputy Attorney's Office for Special Investigation into Organized Crime (SIEDO) discounted the claims and Mexico's Public Security Secretary blamed the 05/23 Jaramillista Morelense Command."	0	Mexico		Mexico City	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	-88	0	23 May Jaramillista Morelense Command		Bombing/Explosion	Explosives/Bombs/Dynamite		Unknown Explosive Type		Business	Government	Government	Bank/Commerce	Judges/Attorneys/Courts	Politicians/Political Parties/Political Movements/Political Party Meetings/Rallies	Yes	No	0	0	0	0	Yes	No	No	-88		No				0	WITS							
14669	20061127990310001	2006	11	27	8	40				8	40						"11/27/2006: A suicide bomber detonated a vehicle-borne improvised explosive device near a North Atlantic Treaty Organization (NATO)-International Security Assistance Force (ISAF) convoy, at 8:40 AM, in Kandahar, Kandahar, Afghanistan. The attack killed two Canadian soldiers and one Afghan civilian and damaged one ISAF vehicle. The Taliban claimed responsibility. Fifteen camels, which were with a group of nomads, were also killed in the attack."	0	Afghanistan		Kandahar	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	1	0	Taliban		Bombing/Explosion	Explosives/Bombs/Dynamite		Vehicle		Military	Private Citizens & Property		Military Units/Patrols/Convoys	Unnamed Civilians/Unspecified	North Atlantic Treaty Organization (NATO) Related	No	Yes	3	0	1	0	Yes	No	Yes	No		Yes	Insurgency/Guerilla Action			0	Janes DB							
14670	20061210990302001	2006	12	10													"12/10/2006: A roadside bomb attack occurred beside two buses carrying oil company workers in Bouchaoui, Algeria. The attack killed one Algerian man, and injured nine others, including three Britons, an American, a Canadian and a Lebanese national. The buses were carrying employees of Brown & Root Condor, a company linked to U.S construction giant Halliburton. Reports said the first bus was hit by a bomb, possibly thrown towards it from the side of the road, killing the Algerian driver. Witnesses then reported gunfire as the second bus turned and headed away from the scene of the attack, some ten km outside of Algiers. The gunmen then fled the scene and there was no immediate claim of responsibility. According to Mickolus (2008), the perpetrators were from the Armed Islamic Group of Algeria."	0	Algeria		Bouchaoui	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	-88	0	Armed Islamic Group (GIA)		Bombing/Explosion	Explosives/Bombs/Dynamite	Firearms	Unknown Explosive Type	Unknown Gun Type	Business			Gas/oil			No	No	1	9	0	0	Yes	No	Yes	No		No				0	Janes DB	WITS						
